item,slot,weapon_type,required_level,tier,rarity,attack,magic_attack,defense,bonus_hp,bonus_mp,bonus_str,bonus_dex,bonus_int,crit,lifesteal,gold_bonus,weight,item_power,value_gold
Arco dos Ventos,mainhand,bow,35,4,Épico,127,0,10,0,0,0,13,0,14.0,0.0,0.0,20.0,396,5148
Arco dos Ventos,mainhand,bow,35,4,Lendário,169,0,13,0,0,0,17,0,19.5,0.0,0.0,20.0,527,11594
Varinha das Relíquias,mainhand,wand,35,4,Comum,0,58,5,0,50,0,0,6,0.0,0.0,0.0,16.0,184,736
Varinha das Relíquias,mainhand,wand,35,4,Incomum,0,66,6,0,56,0,0,7,0.0,0.0,0.0,16.0,217,1085
Varinha das Relíquias,mainhand,wand,35,4,Raro,0,113,10,0,83,0,0,10,1.5,1.0,0.0,16.0,357,2999
Varinha das Relíquias,mainhand,wand,35,4,Épico,0,146,12,0,105,0,0,13,3.0,0.0,0.0,16.0,456,5928
Varinha das Relíquias,mainhand,wand,35,4,Lendário,0,194,16,0,140,0,0,17,4.5,0.0,0.0,16.0,601,13222
Coroa de Ouro,head,none,35,4,Comum,5,0,20,40,0,0,0,3,0.0,0.0,0.0,18.0,77,308
Coroa de Ouro,head,none,35,4,Incomum,6,0,24,47,0,0,0,4,0.0,0.0,0.0,18.0,95,475
Coroa de Ouro,head,none,35,4,Raro,10,0,42,81,0,0,0,5,0.0,0.0,0.0,18.0,153,1285
Coroa de Ouro,head,none,35,4,Épico,12,0,56,111,0,0,0,7,0.0,0.0,0.0,18.0,203,2639
Coroa de Ouro,head,none,35,4,Lendário,16,0,76,154,0,0,0,9,0.0,0.0,0.0,18.0,272,5984
Robe Místico,chest,none,35,4,Comum,6,0,22,0,50,0,0,5,0.0,0.0,0.0,30.0,95,380
Robe Místico,chest,none,35,4,Incomum,7,0,26,5,56,0,0,6,0.0,0.0,0.0,30.0,113,565
Robe Místico,chest,none,35,4,Raro,12,0,46,25,83,0,0,9,0.0,0.0,0.0,30.0,191,1604
Robe Místico,chest,none,35,4,Épico,15,0,61,45,105,0,0,11,0.0,0.0,0.0,30.0,246,3198
Robe Místico,chest,none,35,4,Lendário,19,0,83,70,140,0,0,14,0.0,0.0,0.0,30.0,327,7194
Saiote dos Magos,legs,none,35,4,Comum,3,0,14,0,30,0,0,4,0.0,0.0,0.0,14.0,64,256
Saiote dos Magos,legs,none,35,4,Incomum,4,0,17,4,33,0,0,5,0.0,0.0,0.0,14.0,79,395
Saiote dos Magos,legs,none,35,4,Raro,6,0,31,20,50,0,0,7,0.0,0.0,0.0,14.0,130,1092
Saiote dos Magos,legs,none,35,4,Épico,8,0,42,36,63,0,0,9,0.0,0.0,0.0,14.0,173,2249
Saiote dos Magos,legs,none,35,4,Lendário,10,0,58,56,84,0,0,12,0.0,0.0,0.0,14.0,235,5170
Botas de Aço Rúnico,boots,none,35,4,Comum,0,0,10,20,0,0,5,0,0.0,0.0,0.0,22.0,55,220
Botas de Aço Rúnico,boots,none,35,4,Incomum,0,0,13,24,0,0,6,0,0.0,0.0,0.0,22.0,68,340
Botas de Aço Rúnico,boots,none,35,4,Raro,0,0,24,43,0,0,10,0,0.0,0.0,0.0,22.0,118,991
Botas de Aço Rúnico,boots,none,35,4,Épico,0,0,33,60,0,0,13,0,0.0,0.0,0.0,22.0,158,2054
Botas de Aço Rúnico,boots,none,35,4,Lendário,0,0,45,84,0,0,17,0,0.0,0.0,0.0,22.0,212,4664
Orbe Protetor,offhand,shield,35,4,Comum,4,8,22,0,30,0,0,3,0.0,0.0,0.0,10.0,93,372
Orbe Protetor,offhand,shield,35,4,Incomum,5,9,26,4,33,0,0,4,0.0,0.0,0.0,10.0,113,565
Orbe Protetor,offhand,shield,35,4,Raro,8,15,46,20,50,0,0,5,0.0,0.0,0.0,10.0,185,1554
Orbe Protetor,offhand,shield,35,4,Épico,10,19,61,36,63,0,0,7,0.0,0.0,0.0,10.0,245,3185
Orbe Protetor,offhand,shield,35,4,Lendário,13,25,83,56,84,0,0,9,0.0,0.0,0.0,10.0,328,7216
Mochila Dragônica,bag,none,35,4,Comum,2,0,3,50,0,4,0,0,0.0,0.0,15.0,15.0,46,184
Mochila Dragônica,bag,none,35,4,Incomum,3,0,4,61,4,5,0,0,0.0,0.0,18.8,15.0,59,295
Mochila Dragônica,bag,none,35,4,Raro,4,0,6,108,20,7,0,0,0.0,0.0,33.0,15.0,90,756
Mochila Dragônica,bag,none,35,4,Épico,5,0,8,150,36,9,0,0,0.0,0.0,46.5,15.0,120,1560
Mochila Dragônica,bag,none,35,4,Lendário,7,0,10,210,56,12,0,0,0.0,0.0,66.0,15.0,163,3586
Flechas Incendiárias,ammo,none,35,4,Comum,22,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,44,176
Flechas Incendiárias,ammo,none,35,4,Incomum,26,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,52,260
Flechas Incendiárias,ammo,none,35,4,Raro,46,0,0,0,0,0,0,0,1.0,0.0,0.0,2.0,95,798
Flechas Incendiárias,ammo,none,35,4,Épico,61,0,0,0,0,0,0,0,2.0,0.0,0.0,2.0,128,1664
Flechas Incendiárias,ammo,none,35,4,Lendário,83,0,0,0,0,0,0,0,3.0,0.0,0.0,2.0,175,3850
Amuleto Dragônico,necklace,none,35,4,Comum,6,4,4,40,0,4,4,0,0.0,0.0,0.0,2.0,82,328
Amuleto Dragônico,necklace,none,35,4,Incomum,7,5,5,47,3,6,5,0,0.0,0.0,0.0,2.0,107,535
Amuleto Dragônico,necklace,none,35,4,Raro,12,8,10,81,15,12,7,0,0.0,0.0,0.0,2.0,188,1579
Amuleto Dragônico,necklace,none,35,4,Épico,15,10,14,111,27,18,9,0,0.0,0.0,0.0,2.0,259,3367
Amuleto Dragônico,necklace,none,35,4,Lendário,19,13,20,154,42,26,12,0,0.0,0.0,0.0,2.0,359,7898
Lâmina de Greiscu,mainhand,sword,50,5,Comum,80,0,5,0,0,10,0,0,0.0,5.0,0.0,42.0,251,1255
Lâmina de Greiscu,mainhand,sword,50,5,Incomum,91,0,6,0,0,11,0,0,0.0,5.8,0.0,42.0,284,1775
Lâmina de Greiscu,mainhand,sword,50,5,Raro,153,0,10,0,0,17,0,0,1.5,8.5,0.0,42.0,469,4925
Lâmina de Greiscu,mainhand,sword,50,5,Épico,197,0,12,0,0,21,0,0,3.0,13.0,0.0,42.0,607,9864
Lâmina de Greiscu,mainhand,sword,50,5,Lendário,262,0,16,0,0,28,0,0,4.5,15.0,0.0,42.0,801,22028
Espada Mítica do Vingador,mainhand,sword,50,5,Comum,95,0,10,0,0,12,0,0,6.0,0.0,0.0,50.0,302,1510
Espada Mítica do Vingador,mainhand,sword,50,5,Incomum,108,0,12,0,0,14,0,0,6.9,0.0,0.0,50.0,347,2169
Espada Mítica do Vingador,mainhand,sword,50,5,Raro,181,0,19,0,0,20,0,0,11.7,1.0,0.0,50.0,563,5912
Espada Mítica do Vingador,mainhand,sword,50,5,Épico,233,0,24,0,0,26,0,0,16.2,0.0,0.0,50.0,723,11749
Espada Mítica do Vingador,mainhand,sword,50,5,Lendário,309,0,31,0,0,34,0,0,22.5,3.0,0.0,50.0,970,26675
Machado de Guerra Mítico,mainhand,axe,50,5,Comum,88,0,0,0,0,10,0,0,0.0,0.0,0.0,65.0,236,1180
Machado de Guerra Mítico,mainhand,axe,50,5,Incomum,100,0,0,0,0,11,0,0,0.0,0.0,0.0,65.0,266,1663
Machado de Guerra Mítico,mainhand,axe,50,5,Raro,168,0,0,0,0,17,0,0,1.5,0.0,0.0,65.0,443,4652
Machado de Guerra Mítico,mainhand,axe,50,5,Épico,216,0,0,0,0,21,0,0,3.0,2.0,0.0,65.0,575,9344
Machado de Guerra Mítico,mainhand,axe,50,5,Lendário,287,0,0,0,0,28,0,0,4.5,0.0,0.0,65.0,756,20790
Maça Celestial,mainhand,club,50,5,Comum,85,0,6,60,0,8,0,0,0.0,0.0,0.0,50.0,239,1195
Maça Celestial,mainhand,club,50,5,Incomum,97,0,7,66,0,9,0,0,0.0,0.0,0.0,50.0,272,1700
Maça Celestial,mainhand,club,50,5,Raro,163,0,12,99,0,14,0,0,1.5,1.0,0.0,50.0,457,4799
Maça Celestial,mainhand,club,50,5,Épico,209,0,15,126,0,17,0,0,3.0,0.0,0.0,50.0,578,9393
Maça Celestial,mainhand,club,50,5,Lendário,278,0,19,168,0,23,0,0,4.5,3.0,0.0,50.0,782,21505
Arco Apocalíptico,mainhand,bow,50,5,Comum,82,0,5,0,0,0,10,0,8.0,0.0,0.0,24.0,259,1295
Arco Apocalíptico,mainhand,bow,50,5,Incomum,93,0,6,0,0,0,11,0,9.2,0.0,0.0,24.0,293,1831
Arco Apocalíptico,mainhand,bow,50,5,Raro,157,0,10,0,0,0,17,0,15.1,0.0,0.0,24.0,483,5072
Arco Apocalíptico,mainhand,bow,50,5,Épico,202,0,12,0,0,0,21,0,20.6,0.0,0.0,24.0,618,10043
Arco Apocalíptico,mainhand,bow,50,5,Lendário,269,0,16,0,0,0,28,0,28.5,0.0,0.0,24.0,827,22743
Cajado da Eternidade,mainhand,wand,50,5,Comum,0,92,8,0,100,0,0,10,0.0,0.0,0.0,20.0,296,1480
Cajado da Eternidade,mainhand,wand,50,5,Incomum,0,105,9,0,111,0,0,11,0.0,0.0,0.0,20.0,339,2119
Cajado da Eternidade,mainhand,wand,50,5,Raro,0,176,15,0,165,0,0,17,1.5,1.0,0.0,20.0,560,5880
Cajado da Eternidade,mainhand,wand,50,5,Épico,0,226,19,0,210,0,0,21,3.0,2.0,0.0,20.0,714,11603
Cajado da Eternidade,mainhand,wand,50,5,Lendário,0,300,25,0,280,0,0,28,4.5,0.0,0.0,20.0,937,25768
Elmo do Zodíaco,head,none,50,5,Comum,4,0,28,60,0,5,0,0,0.0,0.0,0.0,28.0,107,535
Elmo do Zodíaco,head,none,50,5,Incomum,5,0,33,69,0,6,0,0,0.0,0.0,0.0,28.0,127,794
Elmo do Zodíaco,head,none,50,5,Raro,8,0,57,114,0,9,0,0,0.0,0.0,0.0,28.0,210,2205
Elmo do Zodíaco,head,none,50,5,Épico,10,0,75,153,0,11,0,0,0.0,0.0,0.0,28.0,270,4388
Elmo do Zodíaco,head,none,50,5,Lendário,13,0,101,210,0,14,0,0,0.0,0.0,0.0,28.0,358,9845
Armadura de Ouro,chest,none,50,5,Comum,8,0,35,80,0,6,0,0,0.0,0.0,0.0,130.0,139,695
Armadura de Ouro,chest,none,50,5,Incomum,9,0,41,93,0,7,0,0,0.0,0.0,0.0,130.0,162,1013
Armadura de Ouro,chest,none,50,5,Raro,15,0,70,157,0,10,0,0,0.0,0.0,0.0,130.0,264,2772
Armadura de Ouro,chest,none,50,5,Épico,19,0,92,213,0,13,0,0,0.0,0.0,0.0,130.0,345,5606
Armadura de Ouro,chest,none,50,5,Lendário,25,0,123,294,0,17,0,0,0.0,0.0,0.0,130.0,459,12623
Grevas Celestiais,legs,none,50,5,Comum,4,0,24,50,0,5,0,0,0.0,0.0,0.0,35.0,97,485
Grevas Celestiais,legs,none,50,5,Incomum,5,0,28,60,0,6,0,0,0.0,0.0,0.0,35.0,115,719
Grevas Celestiais,legs,none,50,5,Raro,8,0,50,103,0,9,0,0,0.0,0.0,0.0,35.0,193,2027
Grevas Celestiais,legs,none,50,5,Épico,10,0,66,141,0,11,0,0,0.0,0.0,0.0,35.0,249,4046
Grevas Celestiais,legs,none,50,5,Lendário,13,0,89,196,0,14,0,0,0.0,0.0,0.0,35.0,330,9075
Botas Celestiais,boots,none,50,5,Comum,0,0,15,40,0,0,8,0,0.0,0.0,0.0,18.0,86,430
Botas Celestiais,boots,none,50,5,Incomum,0,0,18,46,0,0,9,0,0.0,0.0,0.0,18.0,99,619
Botas Celestiais,boots,none,50,5,Raro,0,0,33,76,0,0,15,0,0.0,0.0,0.0,18.0,172,1806
Botas Celestiais,boots,none,50,5,Épico,0,0,45,102,0,0,19,0,0.0,0.0,0.0,18.0,226,3673
Botas Celestiais,boots,none,50,5,Lendário,0,0,61,140,0,0,26,0,0.0,0.0,0.0,18.0,308,8470
Escudo do Zodíaco,offhand,shield,50,5,Comum,5,0,34,80,0,0,0,0,0.0,0.0,0.0,80.0,95,475
Escudo do Zodíaco,offhand,shield,50,5,Incomum,6,0,40,92,0,0,0,0,0.0,0.0,0.0,80.0,112,700
Escudo do Zodíaco,offhand,shield,50,5,Raro,10,0,68,152,0,0,0,0,0.0,0.0,0.0,80.0,189,1985
Escudo do Zodíaco,offhand,shield,50,5,Épico,12,0,89,204,0,0,0,0,0.0,0.0,0.0,80.0,245,3981
Escudo do Zodíaco,offhand,shield,50,5,Lendário,16,0,120,280,0,0,0,0,0.0,0.0,0.0,80.0,331,9103
Mochila do Zodíaco,bag,none,50,5,Comum,5,5,5,80,60,5,5,5,0.0,0.0,25.0,10.0,146,730
Mochila do Zodíaco,bag,none,50,5,Incomum,6,6,6,93,70,6,6,6,0.0,0.0,30.2,10.0,174,1088
Mochila do Zodíaco,bag,none,50,5,Raro,10,10,10,157,119,9,9,9,0.0,0.0,50.0,10.0,273,2867
Mochila do Zodíaco,bag,none,50,5,Épico,12,12,12,213,162,11,11,11,0.0,0.0,68.5,10.0,339,5509
Mochila do Zodíaco,bag,none,50,5,Lendário,16,16,16,294,224,14,14,14,0.0,0.0,96.0,10.0,444,12210
Flechas Divinas,ammo,none,50,5,Comum,38,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,76,380
Flechas Divinas,ammo,none,50,5,Incomum,44,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,88,550
Flechas Divinas,ammo,none,50,5,Raro,76,0,0,0,0,0,0,0,1.0,0.0,0.0,2.0,155,1628
Flechas Divinas,ammo,none,50,5,Épico,99,0,0,0,0,0,0,0,2.0,0.0,0.0,2.0,204,3315
Flechas Divinas,ammo,none,50,5,Lendário,132,0,0,0,0,0,0,0,3.0,0.0,0.0,2.0,273,7508
Amuleto do Zodíaco,necklace,none,50,5,Comum,12,8,8,80,0,8,8,8,0.0,0.0,0.0,2.5,212,1060
Amuleto do Zodíaco,necklace,none,50,5,Incomum,14,9,9,91,3,10,9,9,0.0,0.0,0.0,2.5,245,1531
Amuleto do Zodíaco,necklace,none,50,5,Raro,23,15,17,147,15,19,14,14,0.0,0.0,0.0,2.5,415,4358
Amuleto do Zodíaco,necklace,none,50,5,Épico,29,19,23,195,27,26,17,17,0.0,0.0,0.0,2.5,534,8678
Amuleto do Zodíaco,necklace,none,50,5,Lendário,38,25,32,266,42,37,23,23,0.0,0.0,0.0,2.5,732,20130
